,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,sound#mean,sound#min,sound#max,sound#std
138,12.2361801533,2.73692863455,45.5148587326,7.4354225068,2.49657051559,0.450944193568,4.54294254883,0.988348742395,,,,
145,9.81445954574,9.77440258039,9.85077544132,0.017580303486,0.00184484356669,0.0,0.00398585470511,0.000825711978024,,,,
151,9.81306646924,9.77180614817,9.86011955737,0.0147691867335,0.00157872292025,0.0,0.00336866203565,0.000731703803482,,,,
155,9.81576799154,9.74751055697,9.87997144843,0.0373042137853,0.00529135030529,0.0026093544661,0.00673732397644,0.00157740455049,,,,
164,9.81220327092,9.77516373564,9.853132322,0.0156245595704,0.0016556866897,0.0,0.00353308255853,0.000773547498591,,,,
165,9.81725099545,9.77179243636,9.86284878969,0.016628100431,0.00156783850771,0.0,0.00384086569348,0.000818244989123,,,,
181,9.85283907054,9.79272146035,9.91090550147,0.0164817120149,0.00158790099484,0.0,0.00384086569348,0.000704999833908,,,,
184,9.89827725336,8.27718966898,11.3220354374,0.771246501659,0.117050583996,0.046895842012,0.191300266399,0.0471971696719,83.7656547547,82.8151874174,84.716122092,1.34416379903
195,10.0266153419,9.46449044512,10.8605058826,0.407607182167,0.0222387623041,0.00611947865538,0.0401704985918,0.0105558745762,89.293069149,89.293069149,89.293069149,
198,9.69212119603,9.3757029186,10.0359219993,0.184408621572,0.0521827415557,0.0460657626502,0.0587153039284,0.00416403281957,,,,
201,9.81999384715,9.77073805418,9.86143636654,0.0170045008517,0.00173103625634,0.0,0.00398585470511,0.00080689225928,,,,
215,9.82743462269,9.79527499956,9.85614752564,0.0148821625357,0.00141551116833,0.0,0.0026093544661,0.000894315644141,52.8887717894,52.8887717894,52.8887717894,5.59768800941
220,11.5884513974,5.15887207751,19.3162167184,3.65639817092,2.04108222838,0.523913039301,4.13902328439,0.874645154659,89.7684758745,89.7684758745,89.7684758745,0.494556388947
222,9.8352444974,9.3469363817,10.7764755958,0.323588114678,0.0355522999556,0.0113739120978,0.0701296845162,0.0213052639763,90.3087336228,90.3087336228,90.3087336228,0.323507997246
226,9.4309292723,7.24257793975,12.6627204604,1.17037120386,0.0612348801704,0.0253434444052,0.111165842291,0.0304011810451,80.4229587144,80.4229587144,80.4229587144,0.64343627942
237,9.78378648102,9.43111062582,10.1603918988,0.213927796091,0.0148479004972,0.00238200383602,0.0336022967191,0.00610729544273,,,,
245,10.2486639026,3.36662617618,20.3288241081,4.37120319556,2.33401948985,1.04089145651,4.11390635047,0.967367929264,,,,
246,9.81705224619,9.78136050435,9.86025355809,0.0155597730884,0.00172822617102,0.0,0.003690184475,0.0007597909452,,,,
259,9.81383863745,9.21550133066,10.3773245122,0.324816117599,0.0367437607662,0.0101619751611,0.0825562782022,0.0214831482889,89.1923778292,88.6227703205,89.7619853379,0.805546664026
283,9.83073091017,9.80099192003,9.86922907391,0.0162058097842,0.00192296104797,0.0010652645,0.00336866203565,0.000720557706748,48.9811037158,47.5315391411,51.6639754794,2.32594980367
289,9.90312931591,8.19868226809,11.6893198625,0.794514649643,0.0893035170509,0.00987885608455,0.301396438417,0.0931134323275,83.2015636204,83.2015636204,83.2015636204,
292,9.83089285007,9.78582259187,9.87191604891,0.0196627802483,0.00206661543805,0.0010652645,0.00384086569348,0.00085283752741,,,,
300,9.89467059452,9.61584722119,10.1641500864,0.154145741191,0.0166827568387,0.00439219805272,0.0290760611838,0.00813559871051,80.4014220707,80.4014220707,80.4014220707,1.54665491029
316,9.855259678,9.83200562033,9.89383358492,0.0126238704943,0.00206303802193,0.0010652645,0.00353308255853,0.000941169750933,,,,
332,9.81522290146,9.77672407976,9.84896612016,0.0142963424879,0.00161800223318,0.0,0.00353308255853,0.000651469872755,,,,
346,12.0468719695,3.76298444345,27.6526403376,5.45659227286,2.11897353171,0.805850572201,3.78433285513,0.901663816993,77.3292913194,77.3292913194,77.3292913194,
357,9.68989880219,9.2707752108,10.5067230709,0.35328132771,0.0318262817781,0.0138893492443,0.0526309645997,0.0143585599172,83.8172746626,83.8172746626,83.8172746626,
362,9.80835379621,9.76228979588,9.84493161799,0.0152705320764,0.00157637323411,0.0,0.00336866203565,0.000765630012361,,,,
368,9.77446127464,9.41441155102,10.1229250645,0.162730613695,0.015782697197,0.00301302300683,0.0479487352496,0.0104627895076,,,,
384,9.94159127413,9.54982774222,10.8560453096,0.329903656642,0.0120920947764,0.0026093544661,0.022192300349,0.00618331968078,84.4256759899,84.4256759899,84.4256759899,1.71443431505
391,9.76570599603,8.05434779262,12.3573110818,0.839084732936,0.103262004631,0.00884875109467,0.314738342297,0.0661154339932,,,,
403,9.81709378564,9.78005614198,9.84852581943,0.0159021625549,0.00174479391431,0.0,0.00353308255853,0.000703737313642,,,,
421,9.85164564974,9.80566100624,9.90947233506,0.0254396887561,0.00164261645519,0.0010652645,0.0026093544661,0.000694862315051,,,,
425,9.97877948424,0.33716617358,24.1784928028,3.03033111826,0.399767385844,0.0165373515194,1.86142738911,0.351477109857,,,,
426,11.2187229827,2.88530762425,44.9130085078,7.3360118809,2.4868491112,1.4128675362,3.74832280015,0.712481516592,,,,
427,9.85340775268,9.82309960916,9.90132813159,0.0191661107472,0.00179785392161,0.0,0.0026093544661,0.0008340010814,,,,
430,9.89084897535,6.79381441907,14.0501773192,0.703995441645,0.16162317887,0.00451953451024,0.566421254432,0.116981142152,,,,
439,9.7571071961,2.93524902059,16.4216317265,2.42168823714,0.333919000696,0.0269913719817,1.61194581648,0.312343252362,,,,
455,9.83074488131,9.80719717026,9.8576649845,0.01460282469,0.00200728624416,0.00150651150341,0.0031957934,0.000648609164365,,,,
488,12.6984547675,5.96406630437,27.5693227527,6.32514307222,1.82892585341,0.606821237343,3.33476025617,0.81635322826,87.0320614484,87.0320614484,87.0320614484,
491,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,,,,
495,9.83087218143,9.80375783553,9.85526023101,0.0146122097076,0.00155641331272,0.0,0.0026093544661,0.00089196568334,50.2643520014,50.2643520014,50.2643520014,1.6616520576
496,9.81256616454,9.77179566271,9.84969823409,0.0151514349372,0.00165995432169,0.0,0.003690184475,0.00064563525892,,,,
497,9.82868766326,4.8187502727,14.7517270794,1.57914337379,0.253037570753,0.0194100420758,1.20614845802,0.205127737878,,,,
502,9.80825942024,8.67676441343,11.4642273511,0.607532173326,0.0454291812078,0.0124686012724,0.0653294656483,0.0216528488664,81.972182386,81.972182386,81.972182386,1.76620498156
521,9.79423764076,9.52731366882,10.1011663375,0.11621157625,0.0217885159836,0.0136420414099,0.0402128521762,0.0105701094542,,,,
522,9.47133368778,7.16251294558,11.4406771684,1.06702829003,0.0655752499536,0.0218054189094,0.155448330226,0.0356256249213,85.0899947783,85.0899947783,85.0899947783,0.64343627942
534,13.620055214,2.32625501884,61.5897717423,8.66299324154,2.38319292614,0.522904891168,5.78583073344,1.05227875987,,,,
536,9.81632737923,9.77309245016,9.85297815309,0.0174943792448,0.0016967507681,0.0,0.00353308255853,0.00079151365,,,,
538,9.88103113596,9.0808050861,10.5760715231,0.391232347067,0.0167821774593,0.00738036895,0.0316725895059,0.00808682904553,78.5801997099,78.5801997099,78.5801997099,2.28180486507
539,9.84566543779,9.79246314433,9.9094527667,0.0166657068941,0.00162085327266,0.0,0.00451953451024,0.000735336107969,,,,
542,9.88612882255,6.81268667239,14.2612324165,0.841732903955,0.123389886301,0.0086542497091,0.447645624723,0.0906176132686,,,,
543,9.81949988703,9.77542123727,9.85367385676,0.01734536644,0.00155695257348,0.0,0.00336866203565,0.000707694711111,,,,
551,10.7771818112,3.2890590157,27.0072338183,6.06412949485,2.04551400787,0.601637759153,3.63348493653,0.906030425518,,,,
559,9.87709121281,9.64176274402,10.2112156099,0.0599463861098,0.016592377754,0.0010652645,0.232991136732,0.0315583409003,,,,
561,9.81328415262,9.77061580604,9.86052387949,0.0177549473736,0.00179680784455,0.0,0.00398585470511,0.00070726004101,,,,
562,9.8182566239,9.77663026949,9.85201049896,0.0152757877777,0.00169219021967,0.0,0.00336866203565,0.000837757525218,,,,
563,9.8576780522,9.83123299307,9.88919584253,0.013391395354,0.00217474523445,0.00150651150341,0.00384086569348,0.00112215583009,,,,
566,10.0206478937,8.37652084503,12.1375987802,0.544760297083,0.117347716228,0.00775524214039,0.376377701104,0.0666307843539,,,,
571,9.82404236765,9.77798795777,9.86509502785,0.0204227737294,0.0020745889047,0.0010652645,0.00353308255853,0.000830773509507,51.222027673,51.222027673,51.222027673,1.00912493607
573,9.82608103361,9.79861416078,9.86422194804,0.0163023913117,0.00227715116786,0.0010652645,0.0031957934,0.000871250217626,58.8797775015,58.8797775015,58.8797775015,1.00912493607
585,9.83216406351,8.85999774761,10.361677051,0.227119117597,0.0279426398584,0.0026093544661,0.0844049848625,0.0180910836258,,,,
586,13.3295160571,2.67731832294,53.4309482161,8.57279719802,2.3398952176,0.184724354066,5.06389667857,0.887767957079,,,,
591,9.81789492708,9.77615512158,9.85269017102,0.017129251873,0.00158068152172,0.0010652645,0.0026093544661,0.000499931349486,,,,
598,9.5544730534,7.32349162115,11.1626725591,0.895338310931,0.0509723610641,0.0256991596818,0.0739649554687,0.0200589159944,81.5720360071,81.5720360071,81.5720360071,0.18879283551
599,12.263974226,2.58764922154,28.8118972778,5.74098295171,2.17814780343,0.810736921491,4.47102710536,0.98034148396,90.1430791931,90.1430791931,90.1430791931,3.36612748963
605,9.97895061479,9.0516025412,12.0114177823,0.529538906117,0.0199103359745,0.0142522669644,0.0262020426231,0.00430491599128,,,,
606,9.88499157017,7.54166113605,13.1670901711,0.605550366135,0.137669961002,0.0054318044138,0.519982192314,0.0968043713376,,,,
608,11.0639646255,3.5303368627,22.4565936795,5.04867905208,2.811863697,1.35957828917,4.26145017921,1.17178405473,,,,
611,9.677941081,8.53780363595,10.8899143907,0.563963724875,0.0646059627746,0.0188163218542,0.0860493713184,0.0191399552771,,,,
623,9.81341845521,9.77039073926,9.85205529977,0.0165265820336,0.00157405418167,0.0,0.00398585470511,0.000703209418086,,,,
625,9.79770735966,9.35363867165,10.2638691616,0.232106607462,0.0223899154361,0.0,0.0541611313257,0.0152329423298,,,,
626,9.97002175767,9.0660781403,10.8772732833,0.380962310743,0.0442691947111,0.0330918538283,0.0603921348303,0.0100647935979,89.2742772308,89.2742772308,89.2742772308,
630,9.8158526117,9.77789687111,9.85201595359,0.0166623483804,0.00173288610514,0.0,0.00398585470511,0.000894363887562,,,,
634,9.81633907541,9.76044510819,9.87118981762,0.0181876916697,0.00238736867209,0.0,0.00656673118978,0.00108696085213,,,,
636,9.78685272116,9.49347081527,10.0971706195,0.14418193209,0.0144595062695,0.0018450922375,0.0372233354699,0.00705739382808,,,,
641,9.9266791796,8.66190546738,11.4140549242,0.272575892346,0.132643160223,0.00398585470511,0.46301766246,0.102363303571,,,,
657,9.81919122673,9.77900448271,9.86172997842,0.0166082635678,0.00168849405933,0.0,0.00384086569348,0.0008381644346,,,,
658,9.77496791229,9.42536531685,10.1669908989,0.145540403751,0.0294235003025,0.0031957934,0.138012403241,0.0218226809639,,,,
659,9.91205256588,6.43700794465,12.4389850745,0.604181698288,0.118462850033,0.00451953436882,0.396441571413,0.0795599542493,,,,
661,10.0460466925,7.54542228054,11.6593815001,0.936460389375,0.256365531536,0.0435848121746,0.375949325074,0.125302355092,81.3503440381,81.3503440381,81.3503440381,1.81804064088
667,9.83790353741,9.7558081986,9.87102583286,0.0251522588019,0.00177439870808,0.0,0.0031957935,0.000852553973423,,,,
668,9.85268461119,9.62180029613,10.0574011755,0.0862774004219,0.0239803603544,0.00336866203565,0.0439219804836,0.0163961686683,,,,
670,9.85571788057,9.8163137443,9.89450647325,0.0183630731726,0.00259667374364,0.0010652645,0.00439219805272,0.000977734336503,,,,
681,9.80951208617,9.76911216441,9.83975201282,0.0218148231616,0.00580764904211,0.0010652645,0.0315109476435,0.00840820921133,,,,
693,9.72576129309,6.4105063081,13.1766264618,1.2163724711,0.138594963175,0.0235324611478,0.528926074096,0.090873785946,,,,
698,9.76759778795,6.4373224218,12.0615123615,1.13933525369,0.132652790288,0.0201557491986,0.305047168297,0.098307114266,83.7656547547,82.8151874174,84.716122092,1.34416379903
702,9.87818732682,3.38251852407,19.4039715646,2.22878781511,0.248824252799,0.0408845100358,0.967483010921,0.197931364115,,,,
713,9.84230076511,9.80055216902,9.902438506,0.0262764363356,0.00190901103624,0.0010652645,0.00398585470511,0.000861441252559,,,,
714,9.87182233404,8.37988741087,11.5646772228,0.841733978756,0.108883832797,0.0168433091663,0.243838547823,0.0790260617896,82.3936938365,82.3936938365,82.3936938365,
724,11.5567042747,2.9810365292,29.6112220942,5.94300683329,2.05631840602,0.172815965132,3.78679344257,0.992195272193,88.9654671041,88.9654671041,88.9654671041,3.36612748963
725,9.89872447418,9.11906131795,11.0125889108,0.218369561187,0.161717495553,0.0010652645,1.44897824814,0.269335988596,,,,
738,10.1877148086,8.0523147608,12.8807094661,1.23361205074,0.0871350888532,0.0559441357275,0.12411130734,0.0347980002844,78.903170887,78.665695447,79.1406463269,0.335840987954
743,9.83999042461,9.80647927281,9.87244958619,0.0194597384465,0.00210166947836,0.0010652645,0.00398585470511,0.000854455457866,,,,
772,9.77826414499,9.33016783082,10.2135781511,0.225231146012,0.0257348096586,0.0131765937135,0.0376778477377,0.00911297614237,88.5341281209,88.5341281209,88.5341281209,
780,10.4388865755,7.20906975708,16.1699015779,2.60512842793,1.24873275886,0.368328963767,2.33421526533,0.537296068278,,,,
781,10.3417325067,7.51629103188,12.6003339307,1.52375885369,0.158749207976,0.0413673892345,0.487628216418,0.115622817471,84.9023535016,84.9023535016,84.9023535016,
782,9.81735877805,9.78928926317,9.84693714206,0.0161893944371,0.00150511116857,0.0010652645,0.00238200383602,0.000537558102861,,,,
788,9.82555929718,5.73772664995,12.5293143882,0.95775425726,0.0968049333642,0.00916375168956,0.837274819433,0.10179412999,,,,
798,9.78556979081,9.50188065529,10.0712029742,0.141269405022,0.0136305189662,0.0031957935,0.0544536704489,0.00733755578233,,,,
809,9.8161433331,9.76849002332,9.86033996003,0.0160175732303,0.00161025880202,0.0,0.0031957935,0.000699216994616,,,,
814,10.2741178658,7.18736263769,14.3089200907,1.85753209042,0.0681541702925,0.00499653327126,0.140711707973,0.0393486507557,82.8721606968,82.8721606968,82.8721606968,0.878339526753
825,9.77664219767,9.26743627531,10.3501090635,0.404629884703,0.0216821266159,0.0031957935,0.0610927060576,0.0160775636246,82.0090943015,80.3956146081,83.6225739949,2.28180486507
827,9.76996590724,9.4014684639,10.0136318547,0.153136309975,0.00760363390419,0.00336866203565,0.0107586440784,0.00273715599633,68.0383450104,68.0383450104,68.0383450104,0.0870004930358
829,9.86192274568,7.33526177911,13.6507901878,1.77642826048,0.220634880093,0.0398585459286,0.47520228719,0.160337001219,77.2443551313,77.2115510249,77.2771592377,0.0463920121662
841,9.89346524628,8.76927327862,10.7162088073,0.39171860252,0.0306938800654,0.00301302300683,0.0566596513738,0.0227823352406,87.3530809329,87.3530809329,87.3530809329,0.323507997246
846,9.86085637397,9.30668824892,12.2039626235,0.537354295947,0.185031576992,0.0172428107752,0.564188031152,0.134636681978,,,,
849,9.7767461721,9.4001298837,10.1942262863,0.156035245398,0.0349519977077,0.0052187089322,0.222813504894,0.0410636467771,,,,
854,11.4419824968,3.54781794508,25.5030783417,5.32833449938,1.73948278441,0.488371195664,3.450181391,1.0374085399,,,,
864,9.81194441398,9.77030229511,9.86029069139,0.016618672195,0.00171169921619,0.0,0.00398585470511,0.000742921128347,,,,
868,12.4544943042,2.69985761276,48.4857660976,7.96062318782,2.21221959587,0.149600458332,4.6626124403,0.851122655011,,,,
869,9.83263315691,8.6544927815,11.0875326896,0.677729819498,0.0368227081801,0.00922546066788,0.0727896137594,0.022217076319,81.3548040585,81.3548040585,81.3548040585,0.792578400838
871,9.74561462247,7.5168986567,12.0371237611,0.950175016758,0.139882527311,0.0146836574536,0.566196807285,0.1106457294,,,,
878,9.81698041585,9.77433044676,9.84612091677,0.015150752159,0.00162242215845,0.0,0.0031957935,0.000693981740033,,,,
895,11.1054838002,1.79210513821,34.3894466221,6.61314577266,2.14692937775,0.927781136268,3.77163842388,0.872044639652,87.1682157241,87.1682157241,87.1682157241,3.36612748963
896,13.5647510495,1.60990660406,62.4814248524,8.03245576032,2.46310404147,0.744516192331,6.08322757175,1.08323005428,,,,
898,9.82389746638,9.79151834935,9.85373202997,0.0166432688672,0.00137150570843,0.0,0.00238200383602,0.000643779673829,53.0061504626,53.0061504626,53.0061504626,0.488057137145
900,9.71725496905,8.30155552947,10.8934406845,0.370178521987,0.0116291829149,0.0010652645,0.0386442939298,0.0074608119012,,,,
927,9.80438525045,8.81272721774,10.5724069326,0.262507105648,0.0894838004407,0.00775524214039,0.298644741885,0.0464776814856,,,,
952,9.72809074326,7.44674550694,10.9607981014,0.981656278637,0.0462306861253,0.00964637982454,0.0799019352481,0.0212515419941,85.6931256558,85.6931256558,85.6931256558,4.2995880608
954,9.78404218295,9.29309641388,10.3275644962,0.171761449452,0.026860911582,0.00150651150341,0.094520837227,0.0175420115659,,,,
959,9.90595561635,7.11110217398,12.4847607874,0.722500061768,0.0950072416793,0.00964638025523,0.469903585865,0.0665816913194,,,,
961,9.81536808139,9.77913703047,9.85428230219,0.0147866522537,0.00164160197323,0.0,0.0031957934,0.000671913302698,,,,
966,9.79559347923,8.6805594661,11.2958232513,0.469991896205,0.0386135789247,0.00714601135898,0.104683579386,0.0349847198417,75.7236669114,75.7236669114,75.7236669114,3.42388380451
981,9.79688501165,9.70822326928,9.85125632995,0.0313499939468,0.0298078625386,0.00238200383602,0.0573068722579,0.0246107257274,63.9841295832,63.9841295832,63.9841295832,
988,9.80934672217,9.7683122197,9.85301633198,0.0180214009357,0.00178539665251,0.0,0.00353308255853,0.000743955247645,,,,
989,9.70273117014,9.13379047778,10.1879184126,0.187445979458,0.0483376004493,0.0471732972353,0.0492101445086,0.000926352585681,84.5500212994,84.5500212994,84.5500212994,
1011,12.2151012759,5.21636802059,25.3785901361,5.09587980315,2.1676085116,0.684907887108,4.74377132364,1.06235799063,,,,
1021,9.81517226862,9.76236326622,9.85322591287,0.01464506268,0.00164258501086,0.0,0.0031957935,0.000634933610122,,,,
1023,9.74603274613,9.40555322154,10.337735516,0.20182238722,0.017034939731,0.007146011195,0.0320996546406,0.00680552420421,76.8209293082,76.8209293082,76.8209293082,0.85913268547
1024,14.1627702942,2.33305432117,65.5647148105,9.08810780172,2.56632509027,0.557109889445,6.50198591316,1.12362556829,,,,
1037,9.80835897507,8.46982835707,10.9871070035,0.388381700015,0.0430970004446,0.00682102065811,0.180083260425,0.0361544796467,,,,
1042,9.74661835893,8.85267476748,10.8337592991,0.500649498926,0.0664423149816,0.0523390767565,0.0805455532066,0.0199449907712,,,,
1047,9.7529687558,9.09054004618,10.2750821287,0.334677312333,0.0259077939254,0.0121925087884,0.0465314534879,0.0127010837144,78.2529421244,78.2529421244,78.2529421244,0.31817671712
1051,14.0095333483,1.15905389502,66.8863758417,8.79218538956,2.57377790111,0.558102037648,6.17997931837,1.11943334238,,,,
1053,9.85287297994,9.26813845961,10.6691192713,0.27016571496,0.0151856195977,0.0031957935,0.0299791994001,0.0081351323316,,,,
1054,9.84897450792,9.82217650145,9.88107096927,0.0163087554541,0.00164155753803,0.0,0.0031957934,0.00100378148156,,,,
1068,9.79609012992,9.42154651769,10.177978818,0.212466775611,0.0142216583393,0.0010652645,0.0345677909732,0.0063419209795,,,,
1089,9.74085145735,9.43735849422,9.94833544434,0.178336490371,0.00707876819015,0.0010652645,0.0111216876919,0.00408627721752,67.4949669202,67.4949669202,67.4949669202,1.81426975941
1090,9.81732823371,9.76602844047,9.86052387944,0.0194370016693,0.00155888181098,0.0,0.00301302300683,0.000641203056214,,,,
1094,9.78739672447,9.70295605911,9.86537523753,0.0437515797925,0.0102400448988,0.00238200383602,0.0176332640567,0.00545455222201,80.0467776178,80.0467776178,80.0467776178,0.315357237506
1097,9.66655114012,7.64272927011,11.486946562,1.02177063352,0.0503507355303,0.0241981564294,0.092408231101,0.0184625454059,79.630029763,79.630029763,79.630029763,1.81426975941
1098,9.89581453563,8.55145043272,11.384224885,0.410567688381,0.121183858299,0.0130032098732,0.47482722065,0.106519845206,,,,
1114,9.82542551655,9.78590682304,9.88256723063,0.0197718692918,0.00148973419208,0.0,0.0026093544661,0.000590327302526,43.7504144167,43.7504144167,43.7504144167,2.32594980367
1116,9.84269674596,9.81236650486,9.88039481697,0.0172768779699,0.00141012510457,0.0,0.0026093544661,0.0007745719628,,,,
1120,9.82058584131,9.77157040308,9.86901830821,0.0161670616001,0.00177288169566,0.0,0.00439219797996,0.000861284833715,,,,
1122,9.85631506448,7.86687905225,13.0836016355,0.859906839782,0.090404856896,0.0247774186871,0.337554384018,0.0572415138233,,,,
1127,9.80395404708,9.77410942414,9.8444607128,0.0177463038253,0.00172865127953,0.0,0.00336866203565,0.000877541409713,,,,
1133,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,,,,
1141,9.84761626347,3.41723672476,20.4311336001,2.2526694908,0.277950029615,0.00690370284542,1.67497082165,0.273182847679,,,,
1151,13.6820748598,1.20212052041,58.76723172,8.23467197012,2.51097923544,0.588098342002,5.91692206531,1.04799929393,,,,
1157,13.6026306355,1.5324055685,60.7834890753,8.39232039641,2.4254491399,0.691299999998,5.6246669202,1.02870662848,,,,
1158,9.74578822943,8.77262946005,10.8826463752,0.350119769021,0.0126453125888,0.0,0.0482789316853,0.00875520317112,,,,
1160,12.6183340723,2.27315951815,40.0005861005,8.08585520319,2.50428600265,0.605560429219,4.46799934634,1.04495726006,87.345563645,84.9653520707,89.7257752192,3.36612748963
1163,9.91251717526,7.53611920479,11.6967349208,1.12359888215,0.0664518219953,0.0282043727829,0.206169268801,0.0464395135174,84.0541245398,84.0541245398,84.0541245398,2.10738051214
1173,9.84339704502,9.80523213375,9.87860267195,0.0166814375446,0.00150955105046,0.0,0.0026093544661,0.000799142204375,,,,
1178,9.81771486855,9.77220921162,9.85682465892,0.0164371794641,0.0016212593231,0.0,0.003690184475,0.0007712550012,,,,
1202,9.84968512334,9.81593592363,9.88460497776,0.0178531417976,0.00128244681002,0.0,0.0031957934,0.000894917079903,,,,
1203,12.8128793474,2.33297672566,41.9394942681,8.34115250206,2.4931706784,0.29377551701,4.78942998254,1.02690542956,,,,
1204,12.578279175,3.58290287353,28.9229168883,5.27197316818,2.2229017638,1.18433889828,4.25384465431,1.20476266642,,,,
1205,9.78036682355,6.80869037702,13.3460509418,1.21048788886,0.158620092865,0.0173412486816,0.781673317831,0.12819322527,,,,
1215,9.71993009973,8.87638525061,11.0154824253,0.288927454051,0.0122144772369,0.0,0.0492907870643,0.00877324889366,,,,
1219,12.8217036287,2.64685418938,41.716968631,8.41183868747,2.34124132166,0.212591660326,4.56001004458,1.01924946833,,,,
1220,9.87845701396,5.67565673006,18.1476296494,1.84206553841,0.214097905666,0.0163301940693,0.697992111987,0.15931615302,,,,
1235,9.92478695545,7.20887991667,13.0345708146,0.825322137484,0.131079453932,0.0081824515851,0.479566638407,0.084144232229,,,,
1236,9.85962622276,7.01577873677,12.4723344195,1.368294378,0.215959102021,0.0659001895402,0.366539229329,0.109788635006,86.2697514773,86.2697514773,86.2697514773,0.0463920121662
1245,11.1933995739,3.41700924389,23.6338997206,5.71165746446,2.44545104919,0.286201504359,3.45252744154,0.803563752512,,,,
1268,9.85980230978,9.0907937772,10.8434643267,0.395310866005,0.0482594053866,0.0107057757286,0.0819423125627,0.0332324072411,87.9976165775,86.6374499698,89.3577831852,1.92356606373
